stat_id;date;value;method;
YOUTUBE_ODS_SUBSCRIBERS;16.01.2019;2620.0;None;
YOUTUBE_ODS_SUBSCRIBERS;17.01.2019;2622.0;None;
YOUTUBE_ODS_SUBSCRIBERS;18.01.2019;2623.0;None;
YOUTUBE_ODS_SUBSCRIBERS;19.01.2019;2622.0;None;
YOUTUBE_ODS_SUBSCRIBERS;20.01.2019;2623.0;None;
YOUTUBE_ODS_SUBSCRIBERS;21.01.2019;2624.0;None;
YOUTUBE_ODS_SUBSCRIBERS;22.01.2019;2625.0;None;
YOUTUBE_ODS_SUBSCRIBERS;23.01.2019;2624.0;None;
YOUTUBE_ODS_SUBSCRIBERS;24.01.2019;2625.0;None;
YOUTUBE_ODS_SUBSCRIBERS;25.01.2019;2628.0;None;
YOUTUBE_ODS_SUBSCRIBERS;26.01.2019;2628.0;None;
YOUTUBE_ODS_SUBSCRIBERS;27.01.2019;2627.0;None;
YOUTUBE_ODS_SUBSCRIBERS;28.01.2019;2629.0;None;
YOUTUBE_ODS_SUBSCRIBERS;29.01.2019;2628.0;None;
YOUTUBE_ODS_SUBSCRIBERS;30.01.2019;2630.0;None;
YOUTUBE_ODS_SUBSCRIBERS;31.01.2019;2631.0;None;
YOUTUBE_ODS_SUBSCRIBERS;01.02.2019;2633.0;None;
YOUTUBE_ODS_SUBSCRIBERS;02.02.2019;2633.0;None;
YOUTUBE_ODS_SUBSCRIBERS;03.02.2019;2631.0;None;
YOUTUBE_ODS_SUBSCRIBERS;04.02.2019;2634.0;None;
YOUTUBE_ODS_SUBSCRIBERS;05.02.2019;2634.0;None;
YOUTUBE_ODS_SUBSCRIBERS;06.02.2019;2635.0;None;
YOUTUBE_ODS_SUBSCRIBERS;07.02.2019;2635.0;None;
YOUTUBE_ODS_SUBSCRIBERS;08.02.2019;2634.0;None;
YOUTUBE_ODS_SUBSCRIBERS;09.02.2019;2632.0;None;
YOUTUBE_ODS_SUBSCRIBERS;10.02.2019;2632.0;None;
YOUTUBE_ODS_SUBSCRIBERS;11.02.2019;2632.0;None;
YOUTUBE_ODS_SUBSCRIBERS;12.02.2019;2628.0;None;
YOUTUBE_ODS_SUBSCRIBERS;13.02.2019;2628.0;None;
YOUTUBE_ODS_SUBSCRIBERS;14.02.2019;2632.0;None;
YOUTUBE_ODS_SUBSCRIBERS;15.02.2019;2633.0;None;
YOUTUBE_ODS_SUBSCRIBERS;16.02.2019;2629.0;None;
YOUTUBE_ODS_SUBSCRIBERS;17.02.2019;2629.0;None;
YOUTUBE_ODS_SUBSCRIBERS;18.02.2019;2631.0;None;
YOUTUBE_ODS_SUBSCRIBERS;19.02.2019;2631.0;None;
