stat_id;date;value;method;
BALANCE_2500643220;06.09.2018;1750.0;None;
BALANCE_2500643220;07.09.2018;1750.0;None;
BALANCE_2500643220;08.09.2018;1750.0;None;
BALANCE_2500643220;09.09.2018;1750.0;None;
BALANCE_2500643220;10.09.2018;1750.0;None;
BALANCE_2500643220;11.09.2018;1750.0;None;
BALANCE_2500643220;12.09.2018;1750.0;None;
BALANCE_2500643220;13.09.2018;1750.0;None;
BALANCE_2500643220;14.09.2018;1750.0;None;
BALANCE_2500643220;15.09.2018;1750.0;None;
BALANCE_2500643220;16.09.2018;1750.0;None;
BALANCE_2500643220;17.09.2018;1750.0;None;
BALANCE_2500643220;18.09.2018;1750.0;None;
BALANCE_2500643220;19.09.2018;1750.0;None;
BALANCE_2500643220;20.09.2018;1750.0;None;
BALANCE_2500643220;21.09.2018;1750.0;None;
BALANCE_2500643220;22.09.2018;1750.0;None;
BALANCE_2500643220;23.09.2018;1750.0;None;
BALANCE_2500643220;24.09.2018;1750.0;None;
BALANCE_2500643220;25.09.2018;1750.0;None;
BALANCE_2500643220;26.09.2018;1750.0;None;
BALANCE_2500643220;27.09.2018;1750.0;None;
BALANCE_2500643220;28.09.2018;1750.0;None;
BALANCE_2500643220;29.09.2018;1750.0;None;
BALANCE_2500643220;30.09.2018;1750.0;None;
BALANCE_2500643220;01.10.2018;1750.0;None;
BALANCE_2500643220;02.10.2018;1750.0;None;
BALANCE_2500643220;03.10.2018;1750.0;None;
BALANCE_2500643220;04.10.2018;1750.0;None;
BALANCE_2500643220;05.10.2018;1750.0;None;
BALANCE_2500643220;06.10.2018;1750.0;None;
BALANCE_2500643220;07.10.2018;1750.0;None;
BALANCE_2500643220;08.10.2018;1750.0;None;
BALANCE_2500643220;09.10.2018;1750.0;None;
BALANCE_2500643220;10.10.2018;1750.0;None;
BALANCE_2500643220;11.10.2018;1750.0;None;
BALANCE_2500643220;12.10.2018;1750.0;None;
BALANCE_2500643220;13.10.2018;1750.0;None;
BALANCE_2500643220;14.10.2018;1750.0;None;
BALANCE_2500643220;15.10.2018;1750.0;None;
BALANCE_2500643220;16.10.2018;1750.0;None;
BALANCE_2500643220;17.10.2018;1750.0;None;
BALANCE_2500643220;18.10.2018;1750.0;None;
BALANCE_2500643220;19.10.2018;2650.0;None;
BALANCE_2500643220;20.10.2018;2650.0;None;
BALANCE_2500643220;21.10.2018;2650.0;None;
BALANCE_2500643220;22.10.2018;2650.0;None;
BALANCE_2500643220;23.10.2018;2650.0;None;
BALANCE_2500643220;24.10.2018;2650.0;None;
BALANCE_2500643220;25.10.2018;2650.0;None;
BALANCE_2500643220;26.10.2018;2650.0;None;
BALANCE_2500643220;27.10.2018;2650.0;None;
BALANCE_2500643220;28.10.2018;2650.0;None;
BALANCE_2500643220;29.10.2018;2650.0;None;
BALANCE_2500643220;30.10.2018;2650.0;None;
BALANCE_2500643220;31.10.2018;2650.0;None;
BALANCE_2500643220;01.11.2018;1450.0;None;
BALANCE_2500643220;02.11.2018;1450.0;None;
BALANCE_2500643220;03.11.2018;1450.0;None;
BALANCE_2500643220;04.11.2018;1450.0;None;
BALANCE_2500643220;05.11.2018;1450.0;None;
BALANCE_2500643220;06.11.2018;1450.0;None;
BALANCE_2500643220;07.11.2018;1450.0;None;
BALANCE_2500643220;08.11.2018;1450.0;None;
BALANCE_2500643220;09.11.2018;1450.0;None;
BALANCE_2500643220;10.11.2018;1450.0;None;
BALANCE_2500643220;11.11.2018;1450.0;None;
BALANCE_2500643220;12.11.2018;1450.0;None;
BALANCE_2500643220;13.11.2018;1450.0;None;
